customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Customer_Segment
6231,2023-06-23,YYC-DT,7,0.24,121.67,2023-06-23,2024-03-30,Calgary Downtown,False,7,239.12,34.16,7,True,Website Issue,3.06,277,7,239.12,3,1,1,311,Need Attention (Cần chú ý)
6232,2019-09-07,YYC-SE,17,0.07,199.76,2019-09-07,2024-03-06,Calgary SE,False,98,7002.64,71.46,9,False,,3.82,301,98,7002.64,3,5,5,355,Loyal Customers (Trung thành)
6233,2019-07-31,YYC-DT,6,0.09,103.22,2019-07-31,2023-11-19,Calgary Downtown,False,28,978.29,34.94,7,True,Late Delivery,3.7,409,28,978.29,3,3,3,333,Loyal Customers (Trung thành)
6234,2021-06-04,YYC-DT,13,0.38,321.58,2021-06-04,2023-10-05,Calgary Downtown,False,50,1429.45,28.59,14,True,Website Issue,3.5,454,50,1429.45,3,5,3,353,Loyal Customers (Trung thành)
6235,2021-09-09,ONLINE,2,0.33,12.58,2021-09-09,2024-02-14,Online,False,6,462.59,77.1,1,True,Rude Staff,3.07,322,6,462.59,3,1,2,312,Need Attention (Cần chú ý)
6236,2020-03-10,YYC-DT,15,0.27,218.24,2020-03-10,2022-12-28,Calgary Downtown,False,65,5004.93,77.0,11,False,,4.03,735,65,5004.93,2,5,5,255,At Risk (Nguy cơ rời bỏ)
6237,2023-01-30,YYC-DT,12,0.04,221.74,2023-01-30,2024-05-19,Calgary Downtown,False,22,1861.87,84.63,12,False,,3.81,227,22,1861.87,4,3,4,434,Loyal Customers (Trung thành)
6238,2021-06-22,YYC-NW,14,0.12,135.72,2021-06-22,2021-12-16,Calgary NW,False,51,4436.59,86.99,9,False,,3.87,1112,51,4436.59,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6239,2019-11-06,YYC-DT,12,0.5,168.25,2019-11-06,2022-05-03,Calgary Downtown,False,53,1592.24,30.04,11,False,,3.66,974,53,1592.24,1,5,4,154,At Risk (Nguy cơ rời bỏ)
6240,2023-07-05,YYC-DT,14,0.43,377.58,2023-07-05,2024-05-30,Calgary Downtown,True,22,1595.45,72.52,7,False,,4.59,216,22,1595.45,4,3,4,434,Loyal Customers (Trung thành)
6241,2022-01-15,YYC-SE,10,0.2,194.59,2022-01-15,2022-08-15,Calgary SE,False,23,1970.58,85.68,8,False,,4.26,870,23,1970.58,2,3,4,234,At Risk (Nguy cơ rời bỏ)
6242,2022-05-21,YYC-DT,2,0.16,126.42,2022-05-21,2024-11-03,Calgary Downtown,True,5,259.79,51.96,2,False,,4.83,59,5,259.79,5,1,1,511,Potential Loyalists (Tiềm năng)
6243,2021-03-11,YYC-NW,13,0.29,240.09,2021-03-11,2024-05-20,Calgary NW,True,41,3150.47,76.84,14,True,Billing Error,4.1,226,41,3150.47,4,4,5,445,Elite Shoppers (VVIP)
6244,2019-01-03,YYC-DT,15,0.53,177.43,2019-01-03,2021-04-02,Calgary Downtown,False,82,3285.21,40.06,13,False,,3.26,1370,82,3285.21,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6245,2019-10-22,ONLINE,4,0.42,74.93,2019-10-22,2024-01-20,Online,False,14,518.87,37.06,2,True,Damaged Book,3.17,347,14,518.87,3,2,2,322,Need Attention (Cần chú ý)
6246,2019-06-01,YYC-NW,17,0.18,354.19,2019-06-01,2021-04-17,Calgary NW,False,85,6237.48,73.38,18,False,,3.82,1355,85,6237.48,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6247,2022-04-20,YYC-SE,11,0.29,40.21,2022-04-20,2024-06-30,Calgary SE,False,23,1558.23,67.75,12,False,,3.97,185,23,1558.23,4,3,3,433,Loyal Customers (Trung thành)
6248,2022-09-17,YYC-SE,15,0.17,214.13,2022-09-17,2023-10-18,Calgary SE,False,34,1613.61,47.46,16,True,Website Issue,3.46,441,34,1613.61,3,4,4,344,Loyal Customers (Trung thành)
6249,2019-03-16,YYC-DT,18,0.15,100.48,2019-03-16,2022-07-05,Calgary Downtown,False,109,7351.65,67.45,21,False,,3.96,911,109,7351.65,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6250,2019-03-04,YYC-SE,7,0.39,217.2,2019-03-04,2019-12-10,Calgary SE,False,42,2249.19,53.55,6,False,,4.05,1849,42,2249.19,1,4,4,144,At Risk (Nguy cơ rời bỏ)
6251,2022-11-09,ONLINE,4,0.32,27.87,2022-11-09,2024-05-04,Online,False,9,648.81,72.09,4,False,,4.4,242,9,648.81,4,2,2,422,Potential Loyalists (Tiềm năng)
6252,2023-04-07,YYC-DT,9,0.18,86.65,2023-04-07,2024-06-28,Calgary Downtown,False,16,1181.4,73.84,5,False,,3.78,187,16,1181.4,4,3,3,433,Loyal Customers (Trung thành)
6253,2021-06-05,YYC-SE,12,0.06,191.11,2021-06-05,2022-04-14,Calgary SE,False,45,2557.76,56.84,8,False,,4.25,993,45,2557.76,1,4,4,144,At Risk (Nguy cơ rời bỏ)
6254,2023-03-28,YYC-DT,9,0.31,105.31,2023-03-28,2024-11-25,Calgary Downtown,False,11,276.15,25.1,5,True,Damaged Book,2.78,37,11,276.15,5,2,1,521,Potential Loyalists (Tiềm năng)
6255,2020-07-06,YYC-NW,16,0.23,299.88,2020-07-06,2022-06-07,Calgary NW,True,78,4703.63,60.3,15,False,,3.94,939,78,4703.63,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6256,2022-06-24,YYC-DT,18,0.1,138.33,2022-06-24,2024-03-16,Calgary Downtown,False,39,1555.4,39.88,9,False,,4.32,291,39,1555.4,3,4,3,343,Loyal Customers (Trung thành)
6257,2021-08-13,YYC-DT,2,0.06,210.13,2021-08-13,2024-01-31,Calgary Downtown,False,6,218.11,36.35,1,False,,4.09,336,6,218.11,3,1,1,311,Need Attention (Cần chú ý)
6258,2021-04-12,YYC-NW,3,0.13,83.89,2021-04-12,2021-08-31,Calgary NW,False,9,685.88,76.21,2,True,Late Delivery,2.65,1219,9,685.88,1,2,2,122,Hibernating (Ngủ đông)
6259,2020-11-01,YYC-NW,5,0.07,99.01,2020-11-01,2023-03-31,Calgary NW,False,20,808.14,40.41,4,False,,4.3,642,20,808.14,2,3,2,232,At Risk (Nguy cơ rời bỏ)
6260,2024-12-11,YYC-NW,7,0.58,58.39,2024-12-11,2024-04-26,Calgary NW,True,1,82.6,82.6,4,False,,4.7,250,1,82.6,4,1,1,411,Potential Loyalists (Tiềm năng)
6261,2019-06-04,YYC-DT,16,0.26,61.9,2019-06-04,2023-11-07,Calgary Downtown,False,75,7121.02,94.95,9,False,,4.33,421,75,7121.02,3,5,5,355,Loyal Customers (Trung thành)
6262,2023-05-12,YYC-SE,10,0.1,122.46,2023-05-12,2024-10-15,Calgary SE,False,11,826.38,75.13,7,False,,3.98,78,11,826.38,5,2,2,522,Potential Loyalists (Tiềm năng)
6263,2022-02-08,YYC-DT,11,0.24,261.7,2022-02-08,2024-08-18,Calgary Downtown,True,31,2297.13,74.1,8,False,,4.69,136,31,2297.13,4,4,4,444,Elite Shoppers (VVIP)
6264,2019-11-26,YYC-DT,15,0.41,163.75,2019-11-26,2023-06-09,Calgary Downtown,False,67,4746.69,70.85,9,True,Website Issue,3.17,572,67,4746.69,2,5,5,255,At Risk (Nguy cơ rời bỏ)
6265,2021-09-07,YYC-NW,4,0.25,103.33,2021-09-07,2022-11-04,Calgary NW,True,12,306.89,25.57,4,False,,4.29,789,12,306.89,2,2,1,221,Need Attention (Cần chú ý)
6266,2023-01-30,ONLINE,15,0.28,169.43,2023-01-30,2024-10-29,Online,False,28,880.44,31.44,18,False,,4.02,64,28,880.44,5,3,3,533,Loyal Customers (Trung thành)
6267,2023-08-22,ONLINE,18,0.11,229.8,2023-08-22,2024-02-20,Online,False,18,966.12,53.67,20,False,,4.16,316,18,966.12,3,3,3,333,Loyal Customers (Trung thành)
6268,2019-01-16,ONLINE,14,0.32,82.81,2019-01-16,2021-05-28,Online,False,79,3002.46,38.01,14,False,,3.81,1314,79,3002.46,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6269,2020-09-28,ONLINE,15,0.15,106.26,2020-09-28,2021-11-01,Online,True,53,4573.94,86.3,12,False,,4.43,1157,53,4573.94,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6270,2020-01-02,YYC-DT,3,0.31,106.4,2020-01-02,2022-04-09,Calgary Downtown,False,13,752.74,57.9,2,False,,4.45,998,13,752.74,1,2,2,122,Hibernating (Ngủ đông)
6271,2024-03-02,YYC-NW,15,0.57,100.44,2024-03-02,2024-12-29,Calgary NW,True,11,647.29,58.84,8,True,Billing Error,4.01,3,11,647.29,5,2,2,522,Potential Loyalists (Tiềm năng)
6272,2024-08-30,YYC-SE,19,0.43,220.84,2024-08-30,2024-12-19,Calgary SE,False,6,217.59,36.26,20,False,,3.89,13,6,217.59,5,1,1,511,Potential Loyalists (Tiềm năng)
6273,2019-06-14,YYC-DT,6,0.32,132.67,2019-06-14,2020-08-18,Calgary Downtown,False,31,876.39,28.27,4,True,Late Delivery,3.4,1597,31,876.39,1,4,3,143,At Risk (Nguy cơ rời bỏ)
6274,2023-09-07,YYC-SE,19,0.7,74.78,2023-09-07,2024-05-09,Calgary SE,True,23,812.12,35.31,18,True,Website Issue,4.12,237,23,812.12,4,3,2,432,Loyal Customers (Trung thành)
6275,2022-05-11,YYC-NW,15,0.52,293.38,2022-05-11,2023-12-17,Calgary NW,False,38,1653.96,43.53,11,False,,4.31,381,38,1653.96,3,4,4,344,Loyal Customers (Trung thành)
6276,2022-10-27,YYC-DT,9,0.38,293.13,2022-10-27,2024-03-17,Calgary Downtown,False,15,819.9,54.66,10,True,Rude Staff,3.87,290,15,819.9,3,2,2,322,Need Attention (Cần chú ý)
6277,2023-04-02,YYC-SE,14,0.34,226.96,2023-04-02,2024-06-29,Calgary SE,False,17,1430.75,84.16,16,False,,4.24,186,17,1430.75,4,3,3,433,Loyal Customers (Trung thành)
6278,2019-07-12,YYC-NW,19,0.07,334.93,2019-07-12,2024-04-30,Calgary NW,False,98,8524.39,86.98,10,False,,3.69,246,98,8524.39,4,5,5,455,Elite Shoppers (VVIP)
6279,2020-10-10,YYC-SE,8,0.12,109.64,2020-10-10,2022-01-25,Calgary SE,False,34,1128.79,33.2,9,True,Website Issue,3.45,1072,34,1128.79,1,4,3,143,At Risk (Nguy cơ rời bỏ)
6280,2020-01-18,YYC-DT,8,0.09,269.0,2020-01-18,2022-10-14,Calgary Downtown,False,38,1953.71,51.41,9,False,,3.99,810,38,1953.71,2,4,4,244,At Risk (Nguy cơ rời bỏ)
6281,2020-07-04,ONLINE,15,0.14,59.62,2020-07-04,2022-07-30,Online,False,60,3057.12,50.95,14,False,,4.33,886,60,3057.12,2,5,5,255,At Risk (Nguy cơ rời bỏ)
6282,2020-04-20,YYC-NW,9,0.49,89.23,2020-04-20,2024-01-21,Calgary NW,False,40,2780.54,69.51,8,False,,4.22,346,40,2780.54,3,4,4,344,Loyal Customers (Trung thành)
6283,2022-01-06,YYC-NW,5,0.4,184.95,2022-01-06,2022-05-09,Calgary NW,False,15,1297.5,86.5,3,False,,4.11,968,15,1297.5,1,2,3,123,Hibernating (Ngủ đông)
6284,2024-08-18,YYC-NW,4,0.41,372.42,2024-08-18,2024-12-28,Calgary NW,False,1,59.33,59.33,3,False,,4.19,4,1,59.33,5,1,1,511,Potential Loyalists (Tiềm năng)
6285,2020-01-29,YYC-DT,3,0.26,490.53,2020-01-29,2023-03-04,Calgary Downtown,False,10,730.04,73.0,2,False,,4.21,669,10,730.04,2,2,2,222,Need Attention (Cần chú ý)
6286,2021-10-03,YYC-NW,14,0.12,243.94,2021-10-03,2023-01-23,Calgary NW,False,32,1975.44,61.73,10,True,Website Issue,2.92,709,32,1975.44,2,4,4,244,At Risk (Nguy cơ rời bỏ)
6287,2019-05-18,YYC-SE,9,0.3,249.85,2019-05-18,2023-07-30,Calgary SE,False,41,2957.18,72.13,8,False,,3.93,521,41,2957.18,2,4,5,245,At Risk (Nguy cơ rời bỏ)
6288,2021-03-09,YYC-DT,9,0.44,122.0,2021-03-09,2022-11-10,Calgary Downtown,True,32,1572.28,49.13,9,False,,4.66,783,32,1572.28,2,4,4,244,At Risk (Nguy cơ rời bỏ)
6289,2019-01-09,YYC-NW,8,0.37,95.02,2019-01-09,2019-05-27,Calgary NW,False,35,2925.61,83.59,6,False,,4.14,2046,35,2925.61,1,4,5,145,At Risk (Nguy cơ rời bỏ)
6290,2024-05-21,YYC-DT,2,0.12,27.73,2024-05-21,2024-09-17,Calgary Downtown,False,0,0.0,0.0,2,False,,4.23,106,0,0.0,5,1,1,511,Potential Loyalists (Tiềm năng)
6291,2021-03-31,YYC-DT,17,0.48,89.74,2021-03-31,2024-06-12,Calgary Downtown,False,67,5843.35,87.21,20,False,,4.25,203,67,5843.35,4,5,5,455,Elite Shoppers (VVIP)
6292,2023-07-10,YYC-SE,15,0.24,135.12,2023-07-10,2024-03-08,Calgary SE,True,20,1436.63,71.83,18,False,,4.45,299,20,1436.63,3,3,3,333,Loyal Customers (Trung thành)
6293,2024-11-28,YYC-DT,13,0.3,239.2,2024-11-28,2024-10-15,Calgary Downtown,False,3,183.08,61.03,9,False,,3.64,78,3,183.08,5,1,1,511,Potential Loyalists (Tiềm năng)
6294,2023-01-30,YYC-NW,2,0.49,86.43,2023-01-30,2024-07-01,Calgary NW,True,4,196.98,49.24,2,False,,4.25,184,4,196.98,4,1,1,411,Potential Loyalists (Tiềm năng)
6295,2019-01-12,YYC-DT,8,0.25,248.15,2019-01-12,2020-06-30,Calgary Downtown,False,35,2385.19,68.15,7,False,,4.14,1646,35,2385.19,1,4,4,144,At Risk (Nguy cơ rời bỏ)
6296,2024-11-30,YYC-DT,11,0.56,109.25,2024-11-30,2024-04-15,Calgary Downtown,False,3,235.46,78.49,8,True,Rude Staff,3.97,261,3,235.46,4,1,1,411,Potential Loyalists (Tiềm năng)
6297,2021-07-08,ONLINE,4,0.44,14.05,2021-07-08,2022-10-13,Online,False,14,1201.04,85.79,2,False,,3.79,811,14,1201.04,2,2,3,223,Need Attention (Cần chú ý)
6298,2022-09-18,YYC-NW,7,0.53,46.62,2022-09-18,2023-06-29,Calgary NW,False,12,367.86,30.66,6,False,,3.72,552,12,367.86,2,2,1,221,Need Attention (Cần chú ý)
6299,2024-03-29,YYC-DT,5,0.21,183.02,2024-03-29,2024-07-27,Calgary Downtown,False,3,234.2,78.07,4,False,,4.29,158,3,234.2,4,1,1,411,Potential Loyalists (Tiềm năng)
6300,2020-10-09,YYC-NW,18,0.53,48.38,2020-10-09,2023-01-22,Calgary NW,False,69,2733.58,39.62,18,True,Damaged Book,3.35,710,69,2733.58,2,5,4,254,At Risk (Nguy cơ rời bỏ)
6301,2019-10-13,YYC-DT,3,0.41,258.54,2019-10-13,2023-12-24,Calgary Downtown,False,11,724.75,65.89,2,False,,4.3,374,11,724.75,3,2,2,322,Need Attention (Cần chú ý)
6302,2022-11-16,YYC-DT,15,0.13,84.62,2022-11-16,2023-06-04,Calgary Downtown,True,23,1047.31,45.54,16,False,,4.59,577,23,1047.31,2,3,3,233,At Risk (Nguy cơ rời bỏ)
6303,2019-12-12,YYC-NW,13,0.25,161.4,2019-12-12,2021-01-15,Calgary NW,False,69,4239.13,61.44,10,False,,3.84,1447,69,4239.13,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6304,2023-07-20,YYC-NW,5,0.57,69.37,2023-07-20,2024-08-02,Calgary NW,False,6,228.99,38.16,3,False,,3.78,152,6,228.99,4,1,1,411,Potential Loyalists (Tiềm năng)
6305,2022-07-23,YYC-DT,5,0.26,167.91,2022-07-23,2023-02-25,Calgary Downtown,False,13,1016.12,78.16,4,True,Damaged Book,4.09,676,13,1016.12,2,2,3,223,Need Attention (Cần chú ý)
6306,2024-04-26,ONLINE,15,0.3,119.44,2024-04-26,2024-08-24,Online,False,9,377.58,41.95,13,True,Website Issue,3.3,130,9,377.58,4,2,2,422,Potential Loyalists (Tiềm năng)
6307,2022-07-30,YYC-NW,9,0.28,248.39,2022-07-30,2024-03-02,Calgary NW,False,17,1263.35,74.31,5,True,Website Issue,3.04,305,17,1263.35,3,3,3,333,Loyal Customers (Trung thành)
6308,2020-02-02,YYC-DT,16,0.1,177.88,2020-02-02,2022-10-20,Calgary Downtown,False,84,3498.63,41.65,12,False,,4.5,804,84,3498.63,2,5,5,255,At Risk (Nguy cơ rời bỏ)
6309,2023-05-09,YYC-NW,4,0.14,143.53,2023-05-09,2024-06-29,Calgary NW,True,6,375.43,62.57,4,False,,4.46,186,6,375.43,4,1,2,412,Potential Loyalists (Tiềm năng)
6310,2023-08-20,YYC-DT,5,0.04,325.14,2023-08-20,2024-04-29,Calgary Downtown,False,5,213.14,42.63,3,False,,3.79,247,5,213.14,4,1,1,411,Potential Loyalists (Tiềm năng)
6311,2021-06-04,YYC-DT,7,0.15,85.96,2021-06-04,2021-10-08,Calgary Downtown,False,26,2040.81,78.49,5,False,,3.87,1181,26,2040.81,1,3,4,134,At Risk (Nguy cơ rời bỏ)
6312,2024-08-15,YYC-SE,2,0.06,62.79,2024-08-15,2024-12-11,Calgary SE,False,0,0.0,0.0,1,True,Website Issue,3.71,21,0,0.0,5,1,1,511,Potential Loyalists (Tiềm năng)
6313,2022-02-20,YYC-DT,15,0.44,56.49,2022-02-20,2023-07-02,Calgary Downtown,False,41,1293.9,31.56,8,False,,3.99,549,41,1293.9,2,4,3,243,At Risk (Nguy cơ rời bỏ)
6314,2023-03-08,YYC-NW,8,0.56,113.43,2023-03-08,2024-12-22,Calgary NW,False,14,694.22,49.59,8,False,,3.83,10,14,694.22,5,2,2,522,Potential Loyalists (Tiềm năng)
6315,2023-12-10,YYC-NW,15,0.18,61.89,2023-12-10,2024-12-15,Calgary NW,False,13,601.82,46.29,10,False,,4.17,17,13,601.82,5,2,2,522,Potential Loyalists (Tiềm năng)
6316,2023-04-20,YYC-SE,3,0.39,139.98,2023-04-20,2024-05-26,Calgary SE,False,5,315.44,63.09,2,False,,3.81,220,5,315.44,4,1,1,411,Potential Loyalists (Tiềm năng)
6317,2019-06-25,YYC-SE,7,0.46,161.54,2019-06-25,2021-10-12,Calgary SE,False,37,2614.43,70.66,7,False,,4.45,1177,37,2614.43,1,4,4,144,At Risk (Nguy cơ rời bỏ)
6318,2024-06-14,YYC-NW,11,0.37,201.6,2024-06-14,2024-11-27,Calgary NW,False,4,148.42,37.1,13,False,,3.65,35,4,148.42,5,1,1,511,Potential Loyalists (Tiềm năng)
6319,2024-05-15,YYC-NW,15,0.12,71.19,2024-05-15,2024-09-02,Calgary NW,False,9,413.83,45.98,18,False,,3.84,121,9,413.83,4,2,2,422,Potential Loyalists (Tiềm năng)
6320,2024-07-22,YYC-SE,4,0.26,129.77,2024-07-22,2024-11-10,Calgary SE,False,1,74.91,74.91,3,True,Rude Staff,3.14,52,1,74.91,5,1,1,511,Potential Loyalists (Tiềm năng)
6321,2019-09-03,YYC-NW,17,0.36,35.8,2019-09-03,2022-03-12,Calgary NW,False,99,2576.08,26.02,20,False,,4.12,1026,99,2576.08,1,5,4,154,At Risk (Nguy cơ rời bỏ)
6322,2024-01-13,YYC-DT,6,0.16,120.54,2024-01-13,2024-07-15,Calgary Downtown,False,4,257.43,64.36,3,True,Rude Staff,3.49,170,4,257.43,4,1,1,411,Potential Loyalists (Tiềm năng)
6323,2022-10-28,ONLINE,14,0.12,86.74,2022-10-28,2024-07-26,Online,False,25,1461.18,58.45,15,False,,4.14,159,25,1461.18,4,3,3,433,Loyal Customers (Trung thành)
6324,2019-05-20,YYC-DT,11,0.05,78.19,2019-05-20,2024-01-21,Calgary Downtown,False,45,1210.49,26.9,12,False,,3.99,346,45,1210.49,3,4,3,343,Loyal Customers (Trung thành)
6325,2022-02-08,YYC-NW,16,0.29,162.21,2022-02-08,2023-06-13,Calgary NW,True,45,2983.09,66.29,10,False,,4.24,568,45,2983.09,2,4,5,245,At Risk (Nguy cơ rời bỏ)
6326,2023-05-22,YYC-SE,10,0.24,68.67,2023-05-22,2024-08-08,Calgary SE,False,12,419.81,34.98,10,False,,4.21,146,12,419.81,4,2,2,422,Potential Loyalists (Tiềm năng)
6327,2021-01-09,YYC-NW,11,0.13,77.57,2021-01-09,2022-07-18,Calgary NW,False,45,3346.96,74.38,7,False,,4.38,898,45,3346.96,2,4,5,245,At Risk (Nguy cơ rời bỏ)
6328,2020-03-29,YYC-NW,16,0.26,200.86,2020-03-29,2023-07-05,Calgary NW,False,77,6143.58,79.79,9,True,Billing Error,3.48,546,77,6143.58,2,5,5,255,At Risk (Nguy cơ rời bỏ)
6329,2023-11-19,ONLINE,6,0.29,83.81,2023-11-19,2024-08-23,Online,False,6,393.83,65.64,4,False,,3.99,131,6,393.83,4,1,2,412,Potential Loyalists (Tiềm năng)
6330,2024-01-24,YYC-DT,14,0.12,415.96,2024-01-24,2024-05-09,Calgary Downtown,False,9,683.22,75.91,16,False,,3.61,237,9,683.22,4,2,2,422,Potential Loyalists (Tiềm năng)
6331,2024-05-20,YYC-NW,12,0.59,454.5,2024-05-20,2024-09-25,Calgary NW,False,5,298.34,59.67,13,True,Rude Staff,3.54,98,5,298.34,5,1,1,511,Potential Loyalists (Tiềm năng)
6332,2019-01-09,YYC-NW,14,0.33,335.22,2019-01-09,2022-07-07,Calgary NW,False,64,2678.27,41.85,13,False,,3.87,909,64,2678.27,1,5,4,154,At Risk (Nguy cơ rời bỏ)
6333,2019-06-16,YYC-SE,2,0.15,339.7,2019-06-16,2023-12-15,Calgary SE,False,8,515.11,64.39,1,False,,4.39,383,8,515.11,3,2,2,322,Need Attention (Cần chú ý)
6334,2022-06-10,ONLINE,18,0.06,118.59,2022-06-10,2024-01-08,Online,False,49,4158.77,84.87,18,True,Billing Error,3.58,359,49,4158.77,3,5,5,355,Loyal Customers (Trung thành)
6335,2019-02-08,YYC-NW,13,0.37,77.88,2019-02-08,2022-07-22,Calgary NW,True,55,4909.06,89.26,15,False,,4.22,894,55,4909.06,2,5,5,255,At Risk (Nguy cơ rời bỏ)
6336,2019-04-25,YYC-DT,17,0.4,153.07,2019-04-25,2019-10-12,Calgary Downtown,False,91,4249.23,46.69,14,False,,4.14,1908,91,4249.23,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6337,2022-10-17,YYC-SE,14,0.23,144.01,2022-10-17,2024-06-14,Calgary SE,True,31,1733.32,55.91,7,False,,4.53,201,31,1733.32,4,4,4,444,Elite Shoppers (VVIP)
6338,2020-08-31,YYC-DT,19,0.16,320.36,2020-08-31,2021-05-19,Calgary Downtown,False,65,2584.15,39.76,16,True,Damaged Book,3.19,1323,65,2584.15,1,5,4,154,At Risk (Nguy cơ rời bỏ)
6339,2020-04-07,YYC-SE,18,0.27,62.16,2020-04-07,2024-09-07,Calgary SE,False,71,4996.7,70.38,13,True,Billing Error,3.89,116,71,4996.7,4,5,5,455,Elite Shoppers (VVIP)
6340,2024-02-04,ONLINE,2,0.37,326.98,2024-02-04,2024-10-04,Online,False,1,32.81,32.81,1,True,Website Issue,3.72,89,1,32.81,5,1,1,511,Potential Loyalists (Tiềm năng)
6341,2020-08-17,YYC-SE,17,0.47,205.12,2020-08-17,2023-05-01,Calgary SE,False,79,4236.79,53.63,16,True,Rude Staff,3.65,611,79,4236.79,2,5,5,255,At Risk (Nguy cơ rời bỏ)
6342,2021-05-28,YYC-DT,4,0.13,257.22,2021-05-28,2024-04-11,Calgary Downtown,False,15,1110.45,74.03,3,False,,3.77,265,15,1110.45,4,2,3,423,Potential Loyalists (Tiềm năng)
6343,2024-06-25,YYC-DT,7,0.16,48.01,2024-06-25,2024-12-02,Calgary Downtown,True,3,183.37,61.12,7,False,,4.68,30,3,183.37,5,1,1,511,Potential Loyalists (Tiềm năng)
6344,2022-03-10,YYC-SE,7,0.5,120.26,2022-03-10,2024-09-06,Calgary SE,True,17,1093.11,64.3,4,True,Rude Staff,4.3,117,17,1093.11,4,3,3,433,Loyal Customers (Trung thành)
6345,2020-01-25,YYC-SE,13,0.13,78.55,2020-01-25,2021-01-27,Calgary SE,False,59,4029.26,68.29,7,True,Website Issue,3.69,1435,59,4029.26,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6346,2022-04-04,YYC-NW,8,0.59,275.27,2022-04-04,2023-09-23,Calgary NW,False,15,1176.53,78.44,10,True,Website Issue,3.31,466,15,1176.53,3,2,3,323,Need Attention (Cần chú ý)
6347,2022-05-03,YYC-DT,17,0.31,510.11,2022-05-03,2023-02-10,Calgary Downtown,False,32,1936.51,60.52,10,False,,3.77,691,32,1936.51,2,4,4,244,At Risk (Nguy cơ rời bỏ)
6348,2019-09-01,YYC-NW,17,0.16,104.47,2019-09-01,2022-06-04,Calgary NW,False,98,8393.92,85.65,20,False,,4.1,942,98,8393.92,1,5,5,155,At Risk (Nguy cơ rời bỏ)
6349,2022-10-15,ONLINE,11,0.26,63.06,2022-10-15,2023-12-19,Online,True,21,1431.62,68.17,11,False,,4.74,379,21,1431.62,3,3,3,333,Loyal Customers (Trung thành)
6350,2023-04-23,YYC-NW,12,0.05,339.55,2023-04-23,2024-04-29,Calgary NW,False,18,978.92,54.38,9,False,,4.0,247,18,978.92,4,3,3,433,Loyal Customers (Trung thành)
6351,2023-03-02,YYC-DT,17,0.31,163.44,2023-03-02,2023-09-08,Calgary Downtown,False,28,1483.92,53.0,16,False,,4.26,481,28,1483.92,3,3,3,333,Loyal Customers (Trung thành)
6352,2023-10-29,YYC-DT,12,0.19,210.74,2023-10-29,2024-05-09,Calgary Downtown,False,10,718.4,71.84,8,True,Website Issue,3.78,237,10,718.4,4,2,2,422,Potential Loyalists (Tiềm năng)
6353,2024-08-03,YYC-DT,9,0.2,216.82,2024-08-03,2024-11-23,Calgary Downtown,False,3,168.19,56.06,9,False,,4.14,39,3,168.19,5,1,1,511,Potential Loyalists (Tiềm năng)
6354,2024-06-18,YYC-DT,11,0.29,240.69,2024-06-18,2024-12-25,Calgary Downtown,False,5,363.47,72.69,9,False,,3.87,7,5,363.47,5,1,1,511,Potential Loyalists (Tiềm năng)
6355,2021-01-19,YYC-NW,14,0.1,87.69,2021-01-19,2021-06-06,Calgary NW,False,43,2991.93,69.58,10,True,Late Delivery,3.05,1305,43,2991.93,1,4,5,145,At Risk (Nguy cơ rời bỏ)
6356,2022-07-25,YYC-NW,19,0.25,133.24,2022-07-25,2023-02-19,Calgary NW,False,50,2635.48,52.71,14,False,,3.89,682,50,2635.48,2,5,4,254,At Risk (Nguy cơ rời bỏ)
6357,2024-04-24,YYC-NW,15,0.31,175.57,2024-04-24,2024-10-20,Calgary NW,False,8,203.29,25.41,14,True,Rude Staff,3.72,73,8,203.29,5,2,1,521,Potential Loyalists (Tiềm năng)
6358,2020-04-12,YYC-NW,10,0.17,69.39,2020-04-12,2022-04-09,Calgary NW,False,39,3548.13,90.98,9,True,Damaged Book,3.64,998,39,3548.13,1,4,5,145,At Risk (Nguy cơ rời bỏ)
6359,2023-02-26,YYC-DT,4,0.17,175.41,2023-02-26,2023-11-04,Calgary Downtown,False,7,392.71,56.1,4,False,,4.41,424,7,392.71,3,1,2,312,Need Attention (Cần chú ý)
6360,2023-08-12,YYC-DT,18,0.25,112.92,2023-08-12,2024-12-21,Calgary Downtown,False,18,1655.31,91.96,10,True,Billing Error,3.12,11,18,1655.31,5,3,4,534,Loyal Customers (Trung thành)
6361,2020-07-22,YYC-DT,4,0.39,89.35,2020-07-22,2022-01-12,Calgary Downtown,False,17,698.22,41.07,3,False,,3.99,1085,17,698.22,1,3,2,132,At Risk (Nguy cơ rời bỏ)
