Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,P,F,M,P_score,F_score,M_score,PFM_score,Segment (EN),Segment_Group
2330,49,Male,Hat,Accessories,97,Nebraska,S,Teal,Spring,4.8,No,Free Shipping,No,No,42,Bank Transfer,annually,42,3,97,1,1,5,115,High-Value At Risk,High Risk & Need Attention
2331,60,Male,Backpack,Accessories,63,Arizona,L,Orange,Summer,2.9,No,Store Pickup,No,No,47,PayPal,every 3 months,47,2,63,1,2,3,123,Dormant Shoppers,Hibernating & Lost
2332,61,Male,Scarf,Accessories,77,Illinois,S,Olive,Spring,4.3,No,2-Day Shipping,No,No,10,Credit Card,bi-weekly,10,1,77,5,3,4,534,Needs Engagement,High Risk & Need Attention
2333,36,Male,Scarf,Accessories,53,South Carolina,XL,Olive,Fall,2.6,No,Store Pickup,No,No,10,Venmo,monthly,10,2,53,5,2,3,523,Active Regulars,Potential & Promising
2334,33,Male,Shirt,Clothing,77,Kansas,M,Beige,Spring,3.8,No,Next Day Air,No,No,1,PayPal,every 3 months,1,2,77,5,2,4,524,Active Regulars,Potential & Promising
2335,49,Male,Boots,Footwear,79,Kansas,L,Green,Summer,4.2,No,Standard,No,No,7,Credit Card,monthly,7,2,79,5,2,4,524,Active Regulars,Potential & Promising
2336,31,Male,Coat,Outerwear,37,Idaho,M,Black,Summer,3.9,No,Store Pickup,No,No,10,Venmo,fortnightly,10,1,37,5,3,2,532,Potential Loyal,Potential & Promising
2337,19,Male,Belt,Accessories,94,California,M,Green,Winter,3.1,No,Free Shipping,No,No,11,Credit Card,weekly,11,1,94,4,3,5,435,Loyal Buyers,Champions & Loyal
2338,39,Male,Boots,Footwear,76,North Dakota,S,Violet,Fall,3.6,No,Store Pickup,No,No,5,Cash,annually,5,3,76,5,1,4,514,Active Regulars,Potential & Promising
2339,66,Male,Sneakers,Footwear,68,Georgia,S,Silver,Fall,4,No,Express,No,No,21,PayPal,quarterly,21,2,68,3,2,3,323,Potential Loyal,Potential & Promising
2340,25,Male,Shirt,Clothing,65,Illinois,L,Maroon,Spring,3.4,No,Next Day Air,No,No,24,Bank Transfer,quarterly,24,2,65,3,2,3,323,Potential Loyal,Potential & Promising
2341,63,Male,Blouse,Clothing,24,Delaware,M,Cyan,Summer,2.6,No,Standard,No,No,37,Credit Card,fortnightly,37,1,24,2,3,1,231,At Risk,Hibernating & Lost
2342,56,Male,Jacket,Outerwear,31,Connecticut,L,Teal,Summer,4.5,No,Express,No,No,22,Venmo,every 3 months,22,2,31,3,2,1,321,At Risk,Hibernating & Lost
2343,20,Male,Skirt,Clothing,89,Tennessee,M,Olive,Fall,4.9,No,Standard,No,No,16,Debit Card,fortnightly,16,1,89,4,3,5,435,Loyal Buyers,Champions & Loyal
2344,58,Male,Socks,Clothing,49,Maryland,M,Red,Summer,4.4,No,2-Day Shipping,No,No,44,PayPal,monthly,44,2,49,1,2,2,122,Dormant Shoppers,Hibernating & Lost
2345,34,Male,Sandals,Footwear,92,Rhode Island,XL,Lavender,Fall,3.5,No,Express,No,No,14,Venmo,bi-weekly,14,1,92,4,3,5,435,Loyal Buyers,Champions & Loyal
2346,28,Male,T-shirt,Clothing,32,New York,S,Orange,Winter,3.3,No,Express,No,No,23,Bank Transfer,every 3 months,23,2,32,3,2,1,321,At Risk,Hibernating & Lost
2347,22,Male,Jacket,Outerwear,67,New Mexico,L,Brown,Winter,3.1,No,Standard,No,No,46,Debit Card,fortnightly,46,1,67,1,3,3,133,At Risk (Strong),Hibernating & Lost
2348,37,Male,Belt,Accessories,64,California,S,Gray,Fall,4.2,No,Express,No,No,46,Cash,every 3 months,46,2,64,1,2,3,123,Dormant Shoppers,Hibernating & Lost
2349,54,Male,Shoes,Footwear,84,Maine,M,Orange,Spring,4.9,No,Next Day Air,No,No,16,PayPal,every 3 months,16,2,84,4,2,4,424,Active Regulars,Potential & Promising
2350,65,Male,Blouse,Clothing,34,New York,M,Orange,Fall,3.9,No,Standard,No,No,40,Credit Card,every 3 months,40,2,34,2,2,1,221,At Risk,Hibernating & Lost
2351,57,Male,Shoes,Footwear,26,Hawaii,M,Turquoise,Winter,4.2,No,Free Shipping,No,No,21,Cash,annually,21,3,26,3,1,1,311,New Shoppers,Potential & Promising
2352,38,Male,Sweater,Clothing,50,New Hampshire,S,Cyan,Fall,4.9,No,Store Pickup,No,No,25,PayPal,bi-weekly,25,1,50,3,3,2,332,Dormant Shoppers,Hibernating & Lost
2353,70,Male,Boots,Footwear,46,Nebraska,M,Yellow,Fall,2.8,No,Store Pickup,No,No,25,Bank Transfer,quarterly,25,2,46,3,2,2,322,Dormant Shoppers,Hibernating & Lost
2354,56,Male,Handbag,Accessories,71,Montana,M,White,Fall,4.1,No,Standard,No,No,25,Debit Card,every 3 months,25,2,71,3,2,4,324,Needs Engagement,High Risk & Need Attention
2355,56,Male,Blouse,Clothing,78,Wisconsin,M,Blue,Summer,4.8,No,Next Day Air,No,No,27,Venmo,monthly,27,2,78,3,2,4,324,Needs Engagement,High Risk & Need Attention
2356,22,Male,Skirt,Clothing,35,Tennessee,S,Purple,Winter,4.1,No,Next Day Air,No,No,12,Cash,monthly,12,2,35,4,2,1,421,New Shoppers,Potential & Promising
2357,57,Male,Backpack,Accessories,58,Montana,M,Gray,Summer,3,No,Free Shipping,No,No,27,Debit Card,quarterly,27,2,58,3,2,3,323,Potential Loyal,Potential & Promising
2358,53,Male,Shirt,Clothing,67,Michigan,L,Cyan,Fall,4.2,No,2-Day Shipping,No,No,40,Credit Card,bi-weekly,40,1,67,2,3,3,233,Dormant Shoppers,Hibernating & Lost
2359,53,Male,Sweater,Clothing,93,Texas,L,Pink,Spring,3.8,No,Standard,No,No,38,Credit Card,quarterly,38,2,93,2,2,5,225,At Risk (Strong),Hibernating & Lost
2360,19,Male,Scarf,Accessories,81,Pennsylvania,S,Gold,Spring,3.3,No,2-Day Shipping,No,No,44,Bank Transfer,every 3 months,44,2,81,1,2,4,124,At Risk (Strong),Hibernating & Lost
2361,49,Male,Handbag,Accessories,80,New York,L,Silver,Fall,4.7,No,2-Day Shipping,No,No,27,Venmo,every 3 months,27,2,80,3,2,4,324,Needs Engagement,High Risk & Need Attention
2362,44,Male,Scarf,Accessories,64,Alabama,M,Gray,Spring,4.3,No,2-Day Shipping,No,No,30,Credit Card,every 3 months,30,2,64,3,2,3,323,Potential Loyal,Potential & Promising
2363,27,Male,Jeans,Clothing,41,Virginia,M,Brown,Fall,2.7,No,Standard,No,No,24,Credit Card,monthly,24,2,41,3,2,2,322,Dormant Shoppers,Hibernating & Lost
2364,60,Male,Socks,Clothing,79,Pennsylvania,XL,Pink,Winter,4.2,No,Express,No,No,38,Cash,bi-weekly,38,1,79,2,3,4,234,At Risk (Strong),Hibernating & Lost
2365,62,Male,Sunglasses,Accessories,60,Mississippi,L,Maroon,Winter,4.2,No,Free Shipping,No,No,4,PayPal,quarterly,4,2,60,5,2,3,523,Active Regulars,Potential & Promising
2366,52,Male,Sneakers,Footwear,91,Wyoming,S,Peach,Winter,2.5,No,Next Day Air,No,No,32,Venmo,monthly,32,2,91,2,2,5,225,At Risk (Strong),Hibernating & Lost
2367,30,Male,Shoes,Footwear,66,New Mexico,L,Brown,Winter,3.6,No,Express,No,No,32,Credit Card,fortnightly,32,1,66,2,3,3,233,Dormant Shoppers,Hibernating & Lost
2368,66,Male,Socks,Clothing,85,North Dakota,L,Green,Winter,3.4,No,Standard,No,No,28,Bank Transfer,bi-weekly,28,1,85,3,3,5,335,Loyal Buyers,Champions & Loyal
2369,29,Male,Sunglasses,Accessories,38,New Jersey,M,Lavender,Summer,3.3,No,Standard,No,No,6,Debit Card,every 3 months,6,2,38,5,2,2,522,Active Regulars,Potential & Promising
2370,24,Male,Sweater,Clothing,23,Vermont,M,Cyan,Winter,4.6,No,Standard,No,No,24,PayPal,monthly,24,2,23,3,2,1,321,At Risk,Hibernating & Lost
2371,51,Male,Shoes,Footwear,71,Alaska,M,Black,Spring,3.9,No,Store Pickup,No,No,38,Venmo,weekly,38,1,71,2,3,4,234,At Risk (Strong),Hibernating & Lost
2372,67,Male,Socks,Clothing,25,Indiana,M,Charcoal,Winter,3.7,No,Next Day Air,No,No,28,Debit Card,annually,28,3,25,3,1,1,311,New Shoppers,Potential & Promising
2373,50,Male,Boots,Footwear,39,Alabama,XL,Silver,Spring,3.1,No,Express,No,No,9,PayPal,fortnightly,9,1,39,5,3,2,532,Potential Loyal,Potential & Promising
2374,37,Male,Hoodie,Clothing,20,Michigan,M,Gray,Spring,4.9,No,Express,No,No,21,Debit Card,every 3 months,21,2,20,3,2,1,321,At Risk,Hibernating & Lost
2375,69,Male,Gloves,Accessories,73,Washington,L,Peach,Winter,4.7,No,Standard,No,No,31,Debit Card,monthly,31,2,73,2,2,4,224,At Risk (Strong),Hibernating & Lost
2376,60,Male,Backpack,Accessories,63,Virginia,L,Peach,Fall,2.9,No,Next Day Air,No,No,18,Credit Card,quarterly,18,2,63,4,2,3,423,Potential Loyal,Potential & Promising
2377,21,Male,Gloves,Accessories,94,Tennessee,XL,Cyan,Spring,4.1,No,Express,No,No,5,Cash,weekly,5,1,94,5,3,5,535,Needs Engagement,High Risk & Need Attention
2378,44,Male,Blouse,Clothing,94,South Dakota,L,Magenta,Fall,4,No,Next Day Air,No,No,22,Cash,annually,22,3,94,3,1,5,315,Active Regulars,Potential & Promising
2379,26,Male,Scarf,Accessories,71,New Hampshire,L,Teal,Summer,2.7,No,Store Pickup,No,No,37,PayPal,bi-weekly,37,1,71,2,3,4,234,At Risk (Strong),Hibernating & Lost
2380,40,Male,Hat,Accessories,77,South Dakota,M,Peach,Spring,4,No,2-Day Shipping,No,No,22,Debit Card,monthly,22,2,77,3,2,4,324,Needs Engagement,High Risk & Need Attention
2381,41,Male,Scarf,Accessories,66,Pennsylvania,M,Black,Fall,2.5,No,Next Day Air,No,No,36,PayPal,fortnightly,36,1,66,2,3,3,233,Dormant Shoppers,Hibernating & Lost
2382,62,Male,Sandals,Footwear,23,Wisconsin,M,Teal,Summer,4.5,No,Free Shipping,No,No,23,PayPal,annually,23,3,23,3,1,1,311,New Shoppers,Potential & Promising
2383,39,Male,Sweater,Clothing,60,California,M,Turquoise,Spring,3.9,No,Express,No,No,44,Debit Card,weekly,44,1,60,1,3,3,133,At Risk (Strong),Hibernating & Lost
2384,53,Male,Backpack,Accessories,72,Rhode Island,L,Gold,Spring,4.9,No,2-Day Shipping,No,No,25,Bank Transfer,annually,25,3,72,3,1,4,314,Active Regulars,Potential & Promising
2385,24,Male,Blouse,Clothing,35,Alabama,L,Green,Winter,3.3,No,2-Day Shipping,No,No,40,PayPal,quarterly,40,2,35,2,2,1,221,At Risk,Hibernating & Lost
2386,41,Male,Scarf,Accessories,31,Oklahoma,M,Brown,Fall,3.8,No,Express,No,No,12,PayPal,weekly,12,1,31,4,3,1,431,Potential Loyal,Potential & Promising
2387,19,Male,Socks,Clothing,33,Illinois,L,Blue,Summer,2.9,No,Standard,No,No,14,Venmo,monthly,14,2,33,4,2,1,421,New Shoppers,Potential & Promising
2388,36,Male,Hat,Accessories,95,Tennessee,M,Gold,Summer,4,No,2-Day Shipping,No,No,14,Debit Card,monthly,14,2,95,4,2,5,425,Active Regulars,Potential & Promising
2389,21,Male,Dress,Clothing,68,Alabama,M,Peach,Fall,4.1,No,Store Pickup,No,No,10,Debit Card,annually,10,3,68,5,1,3,513,Active Regulars,Potential & Promising
2390,25,Male,Coat,Outerwear,87,Kansas,M,Violet,Spring,3.1,No,Store Pickup,No,No,17,Bank Transfer,every 3 months,17,2,87,4,2,5,425,Active Regulars,Potential & Promising
2391,65,Male,Shirt,Clothing,64,Arizona,XL,Yellow,Winter,4.6,No,Express,No,No,24,Debit Card,fortnightly,24,1,64,3,3,3,333,Potential Loyal,Potential & Promising
2392,42,Male,Shirt,Clothing,74,Michigan,M,Black,Winter,4.6,No,Next Day Air,No,No,31,Bank Transfer,quarterly,31,2,74,2,2,4,224,At Risk (Strong),Hibernating & Lost
2393,40,Male,Jeans,Clothing,62,Missouri,L,Silver,Spring,2.6,No,2-Day Shipping,No,No,36,Cash,annually,36,3,62,2,1,3,213,At Risk,Hibernating & Lost
2394,58,Male,Socks,Clothing,97,Louisiana,M,Brown,Winter,5,No,2-Day Shipping,No,No,38,PayPal,every 3 months,38,2,97,2,2,5,225,At Risk (Strong),Hibernating & Lost
2395,40,Male,Sandals,Footwear,47,Connecticut,L,Peach,Fall,2.9,No,2-Day Shipping,No,No,23,Debit Card,fortnightly,23,1,47,3,3,2,332,Dormant Shoppers,Hibernating & Lost
2396,62,Male,Blouse,Clothing,83,Connecticut,M,Cyan,Winter,3.5,No,2-Day Shipping,No,No,47,PayPal,bi-weekly,47,1,83,1,3,4,134,At Risk (Strong),Hibernating & Lost
2397,38,Male,Shirt,Clothing,82,Oregon,M,Olive,Spring,3.7,No,2-Day Shipping,No,No,20,Venmo,weekly,20,1,82,4,3,4,434,Needs Engagement,High Risk & Need Attention
2398,37,Male,Sunglasses,Accessories,26,West Virginia,L,Black,Fall,2.9,No,Store Pickup,No,No,41,Venmo,monthly,41,2,26,1,2,1,121,Lost Shoppers,Hibernating & Lost
2399,65,Male,Jacket,Outerwear,81,Florida,M,Orange,Winter,4.3,No,Free Shipping,No,No,44,Bank Transfer,fortnightly,44,1,81,1,3,4,134,At Risk (Strong),Hibernating & Lost
2400,55,Male,Dress,Clothing,44,New Hampshire,L,Beige,Spring,3.2,No,Store Pickup,No,No,31,Cash,monthly,31,2,44,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2401,43,Male,Sunglasses,Accessories,88,Oregon,M,Peach,Winter,4.2,No,Next Day Air,No,No,11,Credit Card,bi-weekly,11,1,88,4,3,5,435,Loyal Buyers,Champions & Loyal
2402,43,Male,Boots,Footwear,76,Oregon,M,Pink,Winter,4.2,No,Standard,No,No,25,PayPal,bi-weekly,25,1,76,3,3,4,334,Needs Engagement,High Risk & Need Attention
2403,45,Male,Scarf,Accessories,89,Utah,M,Brown,Winter,3.8,No,Free Shipping,No,No,31,Cash,weekly,31,1,89,2,3,5,235,At Risk (Strong),Hibernating & Lost
2404,64,Male,Shorts,Clothing,22,Missouri,M,Magenta,Fall,4.4,No,Standard,No,No,40,Debit Card,weekly,40,1,22,2,3,1,231,At Risk,Hibernating & Lost
2405,28,Male,Shorts,Clothing,33,West Virginia,L,Cyan,Winter,3.1,No,2-Day Shipping,No,No,23,Credit Card,bi-weekly,23,1,33,3,3,1,331,At Risk,Hibernating & Lost
2406,69,Male,Jeans,Clothing,97,California,XL,Silver,Fall,5,No,Standard,No,No,5,Debit Card,quarterly,5,2,97,5,2,5,525,Active Regulars,Potential & Promising
2407,54,Male,Scarf,Accessories,57,California,M,Indigo,Winter,4.7,No,Standard,No,No,26,PayPal,weekly,26,1,57,3,3,3,333,Potential Loyal,Potential & Promising
2408,52,Male,Shorts,Clothing,38,Illinois,M,Beige,Summer,3,No,Express,No,No,11,Credit Card,bi-weekly,11,1,38,4,3,2,432,Potential Loyal,Potential & Promising
2409,23,Male,Sneakers,Footwear,55,Hawaii,XL,Black,Fall,4.2,No,Next Day Air,No,No,44,Debit Card,every 3 months,44,2,55,1,2,3,123,Dormant Shoppers,Hibernating & Lost
2410,26,Male,Jewelry,Accessories,37,Washington,L,Yellow,Spring,3,No,Store Pickup,No,No,47,Cash,every 3 months,47,2,37,1,2,2,122,Dormant Shoppers,Hibernating & Lost
2411,48,Male,Shoes,Footwear,43,Wisconsin,M,Maroon,Summer,3.7,No,Free Shipping,No,No,46,PayPal,monthly,46,2,43,1,2,2,122,Dormant Shoppers,Hibernating & Lost
2412,49,Male,Hoodie,Clothing,96,Virginia,M,Cyan,Summer,2.7,No,Free Shipping,No,No,35,Cash,every 3 months,35,2,96,2,2,5,225,At Risk (Strong),Hibernating & Lost
2413,53,Male,Jacket,Outerwear,51,Oregon,M,Pink,Winter,4.3,No,2-Day Shipping,No,No,8,Bank Transfer,bi-weekly,8,1,51,5,3,2,532,Potential Loyal,Potential & Promising
2414,69,Male,Shorts,Clothing,95,Pennsylvania,XL,Violet,Fall,2.7,No,2-Day Shipping,No,No,30,Bank Transfer,weekly,30,1,95,3,3,5,335,Loyal Buyers,Champions & Loyal
2415,26,Male,Socks,Clothing,26,Virginia,M,Lavender,Summer,3.7,No,Next Day Air,No,No,14,Credit Card,bi-weekly,14,1,26,4,3,1,431,Potential Loyal,Potential & Promising
2416,21,Male,Coat,Outerwear,34,Hawaii,XL,Lavender,Fall,4.3,No,Standard,No,No,30,Bank Transfer,weekly,30,1,34,3,3,1,331,At Risk,Hibernating & Lost
2417,59,Male,Sandals,Footwear,83,Nebraska,S,Black,Summer,4,No,Next Day Air,No,No,26,Credit Card,every 3 months,26,2,83,3,2,4,324,Needs Engagement,High Risk & Need Attention
2418,21,Male,Backpack,Accessories,24,Alaska,M,Olive,Fall,3.3,No,Standard,No,No,32,Venmo,fortnightly,32,1,24,2,3,1,231,At Risk,Hibernating & Lost
2419,22,Male,Pants,Clothing,69,Michigan,S,Indigo,Fall,4,No,Next Day Air,No,No,47,Cash,every 3 months,47,2,69,1,2,4,124,At Risk (Strong),Hibernating & Lost
2420,26,Male,Sweater,Clothing,40,North Carolina,M,Blue,Fall,2.7,No,Next Day Air,No,No,11,Credit Card,every 3 months,11,2,40,4,2,2,422,New Shoppers,Potential & Promising
2421,41,Male,Jacket,Outerwear,87,North Carolina,S,Green,Winter,4.2,No,Free Shipping,No,No,28,PayPal,annually,28,3,87,3,1,5,315,Active Regulars,Potential & Promising
2422,37,Male,Sneakers,Footwear,46,Minnesota,L,Pink,Spring,4.6,No,Standard,No,No,2,Debit Card,every 3 months,2,2,46,5,2,2,522,Active Regulars,Potential & Promising
2423,30,Male,Jewelry,Accessories,82,Georgia,M,Peach,Winter,4.8,No,Store Pickup,No,No,45,Credit Card,weekly,45,1,82,1,3,4,134,At Risk (Strong),Hibernating & Lost
2424,49,Male,Backpack,Accessories,81,West Virginia,M,Purple,Summer,2.8,No,Free Shipping,No,No,7,Credit Card,every 3 months,7,2,81,5,2,4,524,Active Regulars,Potential & Promising
2425,49,Male,Jewelry,Accessories,57,Delaware,M,Peach,Winter,4.5,No,Next Day Air,No,No,28,Bank Transfer,bi-weekly,28,1,57,3,3,3,333,Potential Loyal,Potential & Promising
2426,58,Male,Shoes,Footwear,49,North Dakota,S,Olive,Summer,3,No,2-Day Shipping,No,No,34,Bank Transfer,quarterly,34,2,49,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2427,70,Male,Jacket,Outerwear,42,Florida,M,Olive,Fall,4.6,No,Free Shipping,No,No,26,Debit Card,every 3 months,26,2,42,3,2,2,322,Dormant Shoppers,Hibernating & Lost
2428,27,Male,Jacket,Outerwear,26,Oregon,M,Purple,Spring,3.3,No,Standard,No,No,45,Cash,quarterly,45,2,26,1,2,1,121,Lost Shoppers,Hibernating & Lost
2429,65,Male,T-shirt,Clothing,38,Idaho,M,Violet,Spring,4.4,No,Next Day Air,No,No,34,Debit Card,annually,34,3,38,2,1,2,212,Dormant Shoppers,Hibernating & Lost
2430,57,Male,Sneakers,Footwear,57,Virginia,XL,Maroon,Summer,4.4,No,Standard,No,No,47,Credit Card,fortnightly,47,1,57,1,3,3,133,At Risk (Strong),Hibernating & Lost
2431,20,Male,Jacket,Outerwear,100,North Dakota,XL,White,Summer,4.3,No,Express,No,No,42,Cash,quarterly,42,2,100,1,2,5,125,At Risk (Strong),Hibernating & Lost
2432,34,Male,Hoodie,Clothing,73,Alabama,S,Olive,Fall,3.4,No,Express,No,No,27,Bank Transfer,every 3 months,27,2,73,3,2,4,324,Needs Engagement,High Risk & Need Attention
2433,59,Male,Jacket,Outerwear,66,Hawaii,M,Peach,Winter,2.8,No,Store Pickup,No,No,43,Venmo,monthly,43,2,66,1,2,3,123,Dormant Shoppers,Hibernating & Lost
2434,54,Male,T-shirt,Clothing,73,Oregon,M,Blue,Spring,3.4,No,Standard,No,No,16,Cash,bi-weekly,16,1,73,4,3,4,434,Needs Engagement,High Risk & Need Attention
2435,36,Male,Gloves,Accessories,45,Utah,M,Brown,Spring,5,No,Store Pickup,No,No,40,Credit Card,monthly,40,2,45,2,2,2,222,Dormant Shoppers,Hibernating & Lost
2436,21,Male,Sneakers,Footwear,27,Hawaii,S,Black,Fall,4.5,No,Free Shipping,No,No,29,Cash,bi-weekly,29,1,27,3,3,1,331,At Risk,Hibernating & Lost
2437,52,Male,T-shirt,Clothing,24,Connecticut,M,Yellow,Fall,2.7,No,Store Pickup,No,No,38,Credit Card,quarterly,38,2,24,2,2,1,221,At Risk,Hibernating & Lost
2438,43,Male,Sneakers,Footwear,59,Wyoming,XL,Magenta,Winter,3.4,No,Store Pickup,No,No,34,Credit Card,weekly,34,1,59,2,3,3,233,Dormant Shoppers,Hibernating & Lost
2439,32,Male,Jeans,Clothing,20,Delaware,S,Cyan,Winter,3.4,No,Express,No,No,30,Venmo,weekly,30,1,20,3,3,1,331,At Risk,Hibernating & Lost
2440,55,Male,Handbag,Accessories,44,Arkansas,M,Maroon,Summer,2.8,No,Standard,No,No,45,Bank Transfer,annually,45,3,44,1,1,2,112,Lost Shoppers,Hibernating & Lost
2441,31,Male,Socks,Clothing,90,Indiana,M,Red,Spring,4.7,No,Standard,No,No,47,Bank Transfer,annually,47,3,90,1,1,5,115,High-Value At Risk,High Risk & Need Attention
2442,45,Male,Jewelry,Accessories,36,California,M,Black,Fall,4.7,No,Free Shipping,No,No,5,Credit Card,monthly,5,2,36,5,2,2,522,Active Regulars,Potential & Promising
2443,53,Male,Blouse,Clothing,95,Wyoming,L,Violet,Winter,4.7,No,Free Shipping,No,No,50,Debit Card,bi-weekly,50,1,95,1,3,5,135,At Risk (Strong),Hibernating & Lost
2444,24,Male,Backpack,Accessories,30,South Dakota,M,Green,Spring,3.4,No,2-Day Shipping,No,No,24,Bank Transfer,bi-weekly,24,1,30,3,3,1,331,At Risk,Hibernating & Lost
2445,47,Male,Scarf,Accessories,65,West Virginia,S,Gold,Fall,3.7,No,Express,No,No,15,Debit Card,bi-weekly,15,1,65,4,3,3,433,Potential Loyal,Potential & Promising
2446,63,Male,Scarf,Accessories,96,Tennessee,M,Brown,Summer,4.1,No,Store Pickup,No,No,50,Cash,weekly,50,1,96,1,3,5,135,At Risk (Strong),Hibernating & Lost
2447,38,Male,Shirt,Clothing,65,Alaska,L,Peach,Spring,2.9,No,2-Day Shipping,No,No,7,Credit Card,monthly,7,2,65,5,2,3,523,Active Regulars,Potential & Promising
2448,59,Male,Pants,Clothing,47,South Dakota,L,Peach,Fall,3.2,No,Store Pickup,No,No,10,Venmo,fortnightly,10,1,47,5,3,2,532,Potential Loyal,Potential & Promising
2449,54,Male,Hat,Accessories,25,Tennessee,S,Violet,Fall,3,No,Free Shipping,No,No,38,PayPal,bi-weekly,38,1,25,2,3,1,231,At Risk,Hibernating & Lost
2450,26,Male,Coat,Outerwear,56,Alabama,S,Violet,Fall,4.1,No,Express,No,No,31,Venmo,fortnightly,31,1,56,2,3,3,233,Dormant Shoppers,Hibernating & Lost
2451,68,Male,T-shirt,Clothing,76,North Carolina,M,Magenta,Fall,4.5,No,Standard,No,No,7,Venmo,quarterly,7,2,76,5,2,4,524,Active Regulars,Potential & Promising
2452,41,Male,Socks,Clothing,60,Oklahoma,M,Purple,Fall,3.4,No,Store Pickup,No,No,27,Venmo,monthly,27,2,60,3,2,3,323,Potential Loyal,Potential & Promising
2453,68,Male,Shirt,Clothing,67,New York,L,Purple,Winter,4.1,No,Express,No,No,45,Bank Transfer,every 3 months,45,2,67,1,2,3,123,Dormant Shoppers,Hibernating & Lost
2454,21,Male,Sweater,Clothing,95,Iowa,XL,Cyan,Spring,4.6,No,Store Pickup,No,No,13,Cash,annually,13,3,95,4,1,5,415,Active Regulars,Potential & Promising
2455,32,Male,Gloves,Accessories,72,Alaska,M,Magenta,Winter,4.6,No,Express,No,No,33,Venmo,annually,33,3,72,2,1,4,214,High-Value At Risk,High Risk & Need Attention
2456,20,Male,Belt,Accessories,98,Alaska,L,Lavender,Spring,3.4,No,Express,No,No,25,Cash,every 3 months,25,2,98,3,2,5,325,Needs Engagement,High Risk & Need Attention
2457,59,Male,Jeans,Clothing,83,Nebraska,M,Green,Winter,3.3,No,2-Day Shipping,No,No,5,PayPal,monthly,5,2,83,5,2,4,524,Active Regulars,Potential & Promising
2458,53,Male,Handbag,Accessories,37,Delaware,M,Maroon,Fall,3.6,No,2-Day Shipping,No,No,23,Cash,quarterly,23,2,37,3,2,2,322,Dormant Shoppers,Hibernating & Lost
2459,66,Male,T-shirt,Clothing,85,Texas,L,Turquoise,Fall,4.6,No,Free Shipping,No,No,17,Bank Transfer,weekly,17,1,85,4,3,5,435,Loyal Buyers,Champions & Loyal
2460,47,Male,Socks,Clothing,36,Missouri,L,Violet,Fall,4.3,No,2-Day Shipping,No,No,14,Cash,weekly,14,1,36,4,3,2,432,Potential Loyal,Potential & Promising
2461,58,Male,Jeans,Clothing,36,Maine,S,Lavender,Winter,4,No,Store Pickup,No,No,28,Credit Card,annually,28,3,36,3,1,2,312,At Risk,Hibernating & Lost
2462,28,Male,Scarf,Accessories,86,Pennsylvania,L,Red,Summer,4.8,No,Next Day Air,No,No,19,Credit Card,weekly,19,1,86,4,3,5,435,Loyal Buyers,Champions & Loyal
2463,68,Male,Pants,Clothing,99,Missouri,XL,Orange,Spring,4.3,No,Standard,No,No,31,Bank Transfer,bi-weekly,31,1,99,2,3,5,235,At Risk (Strong),Hibernating & Lost
2464,60,Male,Blouse,Clothing,21,Mississippi,XL,Indigo,Summer,3.3,No,Standard,No,No,25,Cash,bi-weekly,25,1,21,3,3,1,331,At Risk,Hibernating & Lost
2465,47,Male,Jacket,Outerwear,84,Hawaii,L,Teal,Winter,2.8,No,Express,No,No,4,Cash,bi-weekly,4,1,84,5,3,4,534,Needs Engagement,High Risk & Need Attention
2466,18,Male,Sandals,Footwear,63,Texas,M,Brown,Spring,4.4,No,Free Shipping,No,No,20,Bank Transfer,weekly,20,1,63,4,3,3,433,Potential Loyal,Potential & Promising
2467,32,Male,Shorts,Clothing,84,South Dakota,S,Pink,Summer,3.7,No,Express,No,No,37,Cash,annually,37,3,84,2,1,4,214,High-Value At Risk,High Risk & Need Attention
2468,27,Male,Shorts,Clothing,72,New Jersey,M,Lavender,Spring,3.6,No,Express,No,No,28,Credit Card,annually,28,3,72,3,1,4,314,Active Regulars,Potential & Promising
2469,65,Male,Skirt,Clothing,21,Connecticut,L,Cyan,Winter,3.7,No,2-Day Shipping,No,No,6,Venmo,weekly,6,1,21,5,3,1,531,Potential Loyal,Potential & Promising
2470,68,Male,Sandals,Footwear,92,Maryland,M,Yellow,Fall,5,No,Standard,No,No,27,PayPal,annually,27,3,92,3,1,5,315,Active Regulars,Potential & Promising
2471,55,Male,Blouse,Clothing,72,Arizona,XL,Pink,Fall,2.7,No,Next Day Air,No,No,29,Credit Card,fortnightly,29,1,72,3,3,4,334,Needs Engagement,High Risk & Need Attention
2472,30,Male,Sandals,Footwear,83,Oklahoma,M,Gray,Spring,4.3,No,Store Pickup,No,No,1,Cash,annually,1,3,83,5,1,4,514,Active Regulars,Potential & Promising
2473,24,Male,Shirt,Clothing,73,Utah,M,Peach,Summer,4.1,No,Standard,No,No,31,Credit Card,annually,31,3,73,2,1,4,214,High-Value At Risk,High Risk & Need Attention
2474,57,Male,Socks,Clothing,98,Arkansas,M,Red,Winter,2.6,No,Next Day Air,No,No,28,Cash,quarterly,28,2,98,3,2,5,325,Needs Engagement,High Risk & Need Attention
